dataset,processed_files,total_files,error_files,mse,rmse,mae,rmse_building,rmse_low_rise,rmse_mid_rise,rmse_high_rise,delta1,delta2,delta3
DFC2023S,177,177,0,82.21694802186099,7.210080934067567,3.480158966534513,13.885345030504338,8.502493255555967,21.793671127319335,49.80281481061663,0.678512831865731,0.6792118913036281,0.680130263506356
