dataset,processed_files,total_files,error_files,mse,rmse,mae,r2_score,rmse_building,rmse_low_rise,rmse_mid_rise,rmse_high_rise,delta1,delta2,delta3
DFC2019_crp512_bin,4000,4000,0,54.314699611127374,4.8993883191645144,2.6320916637033225,-0.21854005305295876,9.637772818599581,6.815240000069141,18.34156260243595,56.27787687112619,0.2015069990158081,0.20312797641754152,0.2055129508972168
