dataset,processed_files,total_files,error_files,mse,rmse,mae,rmse_building,rmse_low_rise,rmse_mid_rise,rmse_high_rise,delta1,delta2,delta3
Huawei_Contest,2633,2633,0,250.325977740266,12.300609548229184,5.002189419236377,27.975529664773127,8.32321631927354,20.719967916343155,74.63092182647614,0.3849462515674885,0.3849749175758811,0.38502988224920554
